ticker,cik,company_name,country,source,active_status
PEP,0000077476,PEPSICO INC,US,SEC_EDGAR,listed
PFE,0000078003,PFIZER INC,US,SEC_EDGAR,listed
PG,0000080424,PROCTER & GAMBLE Co,US,SEC_EDGAR,listed
PLTR,0001321655,Palantir Technologies Inc.,US,SEC_EDGAR,listed
PSX,0001534701,Phillips 66,US,SEC_EDGAR,listed
PYPL,0001633917,"PayPal Holdings, Inc.",US,SEC_EDGAR,listed
QCOM,0000804328,QUALCOMM INC/DE,US,SEC_EDGAR,listed
REGN,0000872589,"REGENERON PHARMACEUTICALS, INC.",US,SEC_EDGAR,listed
RIVN,0001874178,"Rivian Automotive, Inc. / DE",US,SEC_EDGAR,listed
RTX,0000101829,RTX Corp,US,SEC_EDGAR,listed
SBUX,0000829224,STARBUCKS CORP,US,SEC_EDGAR,listed
SLB,0000087347,SLB LIMITED/NV,US,SEC_EDGAR,listed
SNOW,0001640147,Snowflake Inc.,US,SEC_EDGAR,listed
SO,0000092122,SOUTHERN CO,US,SEC_EDGAR,listed
SQ,0001512673,"Block, Inc.",US,SEC_EDGAR,listed
SRE,0001032208,SEMPRA,US,SEC_EDGAR,listed
T,0000732717,AT&T INC.,US,SEC_EDGAR,listed
TDG,0001260221,TransDigm Group INC,US,SEC_EDGAR,listed
TEAM,0001650372,Atlassian Corp,US,SEC_EDGAR,listed
TGT,0000027419,TARGET CORP,US,SEC_EDGAR,listed
TM,0001094517,TOYOTA MOTOR CORP/,US,SEC_EDGAR,listed
TMO,0000097745,THERMO FISHER SCIENTIFIC INC.,US,SEC_EDGAR,listed
TMUS,0001283699,"T-Mobile US, Inc.",US,SEC_EDGAR,listed
TSLA,0001318605,"Tesla, Inc.",US,SEC_EDGAR,listed
TSM,0001046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,US,SEC_EDGAR,listed
TXN,0000097476,TEXAS INSTRUMENTS INC,US,SEC_EDGAR,listed
UL,0000217410,UNILEVER PLC,US,SEC_EDGAR,listed
UNP,0000100885,UNION PACIFIC CORP,US,SEC_EDGAR,listed
UPS,0001090727,UNITED PARCEL SERVICE INC,US,SEC_EDGAR,listed
V,0001403161,VISA INC.,US,SEC_EDGAR,listed
VRTX,0000875320,VERTEX PHARMACEUTICALS INC / MA,US,SEC_EDGAR,listed
VZ,0000732712,VERIZON COMMUNICATIONS INC,US,SEC_EDGAR,listed
WDAY,0001327811,"Workday, Inc.",US,SEC_EDGAR,listed
WFC,0000072971,WELLS FARGO & COMPANY/MN,US,SEC_EDGAR,listed
WMT,0000104169,Walmart Inc.,US,SEC_EDGAR,listed
XOM,0000034088,EXXON MOBIL CORP,US,SEC_EDGAR,listed
ZS,0001713683,"Zscaler, Inc.",US,SEC_EDGAR,listed
A,0001090872,Agilent Technologies,US,SEC_EDGAR,listed
AAL,0000006201,American Airlines Group Inc.,US,SEC_EDGAR,listed
AAP,0001158449,ADVANCE AUTO PARTS INC,US,SEC_EDGAR,listed
ABMD,0000815094,ABIOMED INC,US,SEC_EDGAR,delisted
ABT,0000001800,Abbott Laboratories,US,SEC_EDGAR,listed
ACN,0001467373,Accenture,US,SEC_EDGAR,listed
ADM,0000007084,Archer Daniels Midland,US,SEC_EDGAR,listed
ADP,0000008670,Automatic Data Processing,US,SEC_EDGAR,listed
AEE,0001002910,Ameren,US,SEC_EDGAR,listed
AES,0000874761,AES Corporation,US,SEC_EDGAR,listed
AFL,0000004977,Aflac,US,SEC_EDGAR,listed
AIG,0000005272,American International Group,US,SEC_EDGAR,listed
AIZ,0001267238,Assurant,US,SEC_EDGAR,listed
AJG,0000354190,Arthur J. Gallagher & Co.,US,SEC_EDGAR,listed
AKAM,0001086222,Akamai Technologies,US,SEC_EDGAR,listed
ALB,0000915913,Albemarle Corporation,US,SEC_EDGAR,listed
ALGN,0001097149,Align Technology,US,SEC_EDGAR,listed
ALK,0000766421,"ALASKA AIR GROUP, INC.",US,SEC_EDGAR,listed
ALL,0000899051,Allstate,US,SEC_EDGAR,listed
ALLE,0001579241,Allegion,US,SEC_EDGAR,listed
AMCR,0001748790,Amcor,US,SEC_EDGAR,listed
AME,0001037868,Ametek,US,SEC_EDGAR,listed
AMP,0000820027,Ameriprise Financial,US,SEC_EDGAR,listed
AMT,0001053507,American Tower,US,SEC_EDGAR,listed
AMTM,0002011286,"Amentum Holdings, Inc.",US,SEC_EDGAR,listed
ANET,0001596532,Arista Networks,US,SEC_EDGAR,listed
ANSS,0001013462,ANSYS INC,US,SEC_EDGAR,delisted
AON,0000315293,Aon plc,US,SEC_EDGAR,listed
AOS,0000091142,A. O. Smith,US,SEC_EDGAR,listed
APA,0001841666,APA Corporation,US,SEC_EDGAR,listed
APD,0000002969,Air Products,US,SEC_EDGAR,listed
APH,0000820313,Amphenol,US,SEC_EDGAR,listed
APTV,0001521332,Aptiv,US,SEC_EDGAR,listed
ARE,0001035443,Alexandria Real Estate Equities,US,SEC_EDGAR,listed
ATO,0000731802,Atmos Energy,US,SEC_EDGAR,listed
ATVI,0000718877,"Activision Blizzard, Inc.",US,SEC_EDGAR,delisted
AVB,0000915912,AVALONBAY COMMUNITIES INC,US,SEC_EDGAR,listed
AVY,0000008818,Avery Dennison,US,SEC_EDGAR,listed
AWK,0001410636,American Water Works,US,SEC_EDGAR,listed
AZO,0000866787,AutoZone,US,SEC_EDGAR,listed
BALL,0000009389,Ball Corporation,US,SEC_EDGAR,listed
BAX,0000010456,Baxter International,US,SEC_EDGAR,listed
BBY,0000764478,Best Buy,US,SEC_EDGAR,listed
BDX,0000010795,Becton Dickinson,US,SEC_EDGAR,listed
BEN,0000038777,Franklin Resources,US,SEC_EDGAR,listed
BF.B,0000014693,Brown–Forman,US,SEC_EDGAR,listed
BIO,0000012208,"BIO-RAD LABORATORIES, INC.",US,SEC_EDGAR,listed
BKNG,0001075531,Booking Holdings,US,SEC_EDGAR,listed
BKR,0001701605,Baker Hughes,US,SEC_EDGAR,listed
BNY,0001390777,BNY Mellon,US,SEC_EDGAR,listed
BR,0001383312,Broadridge Financial Solutions,US,SEC_EDGAR,listed
BRK.B,0001067983,Berkshire Hathaway,US,SEC_EDGAR,listed
BRO,0000079282,Brown & Brown,US,SEC_EDGAR,listed
BSX,0000885725,Boston Scientific,US,SEC_EDGAR,listed
BWA,0000908255,BORGWARNER INC,US,SEC_EDGAR,listed
BXP,0001037540,"BXP, Inc.",US,SEC_EDGAR,listed
CAH,0000721371,Cardinal Health,US,SEC_EDGAR,listed
CARR,0001783180,Carrier Global,US,SEC_EDGAR,listed
CB,0000896159,Chubb Limited,US,SEC_EDGAR,listed
CBRE,0001138118,CBRE Group,US,SEC_EDGAR,listed
CCI,0001051470,Crown Castle,US,SEC_EDGAR,listed
CCL,0000815097,Carnival Corporation,US,SEC_EDGAR,listed
CDAY,0001725057,Ceridian HCM Holding Inc.,US,SEC_EDGAR,delisted
CDNS,0000813672,Cadence Design Systems,US,SEC_EDGAR,listed
CDW,0001402057,CDW Corporation,US,SEC_EDGAR,listed
CE,0001306830,Celanese Corp,US,SEC_EDGAR,listed
CEG,0001868275,Constellation Energy,US,SEC_EDGAR,listed
CERN,0000804753,CERNER CORP,US,SEC_EDGAR,delisted
CF,0001324404,CF Industries,US,SEC_EDGAR,listed
CFG,0000759944,Citizens Financial Group,US,SEC_EDGAR,listed
CHD,0000313927,Church & Dwight,US,SEC_EDGAR,listed
CHRW,0001043277,C.H. Robinson,US,SEC_EDGAR,listed
CI,0001739940,Cigna,US,SEC_EDGAR,listed
CINF,0000020286,Cincinnati Financial,US,SEC_EDGAR,listed
CLX,0000021076,Clorox,US,SEC_EDGAR,listed
CMA,0000028412,COMERICA INC /NEW/,US,SEC_EDGAR,delisted
CME,0001156375,CME Group,US,SEC_EDGAR,listed
CMG,0001058090,Chipotle Mexican Grill,US,SEC_EDGAR,listed
CMI,0000026172,Cummins,US,SEC_EDGAR,listed
CMS,0000811156,CMS Energy,US,SEC_EDGAR,listed
CNC,0001071739,Centene Corporation,US,SEC_EDGAR,listed
CNP,0001130310,CenterPoint Energy,US,SEC_EDGAR,listed
COO,0000711404,Cooper Companies (The),US,SEC_EDGAR,listed
COR,0001140859,Cencora,US,SEC_EDGAR,listed
CPB,0000016732,CAMPBELL'S Co,US,SEC_EDGAR,listed
CPRT,0000900075,Copart,US,SEC_EDGAR,listed
CRL,0001100682,Charles River Laboratories,US,SEC_EDGAR,listed
CTAS,0000723254,Cintas,US,SEC_EDGAR,listed
CTLT,0001596783,"Catalent, Inc.",US,SEC_EDGAR,delisted
CTRA,0000858470,Coterra Energy Inc.,US,SEC_EDGAR,delisted
CTSH,0001058290,Cognizant,US,SEC_EDGAR,listed
CTVA,0001755672,Corteva,US,SEC_EDGAR,listed
CTXS,0000877890,CITRIX SYSTEMS INC,US,SEC_EDGAR,delisted
CVS,0000064803,CVS Health,US,SEC_EDGAR,listed
CZR,0001590895,"Caesars Entertainment, Inc.",US,SEC_EDGAR,listed
D,0000715957,Dominion Energy,US,SEC_EDGAR,listed
DAL,0000027904,Delta Air Lines,US,SEC_EDGAR,listed
DD,0001666700,DuPont,US,SEC_EDGAR,listed
DG,0000029534,Dollar General,US,SEC_EDGAR,listed
DGX,0001022079,Quest Diagnostics,US,SEC_EDGAR,listed
DHI,0000882184,D. R. Horton,US,SEC_EDGAR,listed
DHR,0000313616,Danaher Corporation,US,SEC_EDGAR,listed
DIS,0001744489,Walt Disney Company (The),US,SEC_EDGAR,listed
DISCA,0001437107,"Warner Bros. Discovery, Inc.",US,SEC_EDGAR,listed
DISH,0001415404,EchoStar CORP,US,SEC_EDGAR,listed
DLR,0001297996,Digital Realty,US,SEC_EDGAR,listed
DLTR,0000935703,Dollar Tree,US,SEC_EDGAR,listed
DOC,0000765880,Healthpeak Properties,US,SEC_EDGAR,listed
DOV,0000029905,Dover Corporation,US,SEC_EDGAR,listed
DOW,0001751788,Dow Inc.,US,SEC_EDGAR,listed
DPZ,0001286681,Domino's,US,SEC_EDGAR,listed
DRE,0000783280,DUKE REALTY CORP,US,SEC_EDGAR,delisted
DRI,0000940944,Darden Restaurants,US,SEC_EDGAR,listed
DTE,0000936340,DTE Energy,US,SEC_EDGAR,listed
DVA,0000927066,DaVita,US,SEC_EDGAR,listed
DVN,0001090012,Devon Energy,US,SEC_EDGAR,listed
DXCM,0001093557,Dexcom,US,SEC_EDGAR,listed
EA,0000712515,ELECTRONIC ARTS INC.,US,SEC_EDGAR,delisted
EBAY,0001065088,eBay Inc.,US,SEC_EDGAR,listed
ECL,0000031462,Ecolab,US,SEC_EDGAR,listed
ED,0001047862,Consolidated Edison,US,SEC_EDGAR,listed
EFX,0000033185,Equifax,US,SEC_EDGAR,listed
EG,0001095073,Everest Group,US,SEC_EDGAR,listed
EIX,0000827052,Edison International,US,SEC_EDGAR,listed
ELV,0001156039,Elevance Health,US,SEC_EDGAR,listed
EMR,0000032604,Emerson Electric,US,SEC_EDGAR,listed
ENPH,0001463101,"Enphase Energy, Inc.",US,SEC_EDGAR,listed
EQIX,0001101239,Equinix,US,SEC_EDGAR,listed
ES,0000072741,Eversource Energy,US,SEC_EDGAR,listed
ESS,0000920522,Essex Property Trust,US,SEC_EDGAR,listed
ETN,0001551182,Eaton Corporation,US,SEC_EDGAR,listed
ETR,0000065984,Entergy,US,SEC_EDGAR,listed
ETSY,0001370637,ETSY INC,US,SEC_EDGAR,listed
EVRG,0001711269,Evergy,US,SEC_EDGAR,listed
EW,0001099800,Edwards Lifesciences,US,SEC_EDGAR,listed
EXC,0001109357,Exelon,US,SEC_EDGAR,listed
EXPD,0000746515,Expeditors International,US,SEC_EDGAR,listed
EXPE,0001324424,Expedia Group,US,SEC_EDGAR,listed
EXR,0001289490,Extra Space Storage,US,SEC_EDGAR,listed
FANG,0001539838,Diamondback Energy,US,SEC_EDGAR,listed
FAST,0000815556,Fastenal,US,SEC_EDGAR,listed
FBHS,0001519751,"Fortune Brands Home & Security, Inc.",US,SEC_EDGAR,listed
FCX,0000831259,Freeport-McMoRan,US,SEC_EDGAR,listed
FDS,0001013237,FactSet,US,SEC_EDGAR,listed
FDXF,0002082247,FedEx Freight,US,SEC_EDGAR,listed
FE,0001031296,FirstEnergy,US,SEC_EDGAR,listed
FFIV,0001048695,"F5, Inc.",US,SEC_EDGAR,listed
FIS,0001136893,Fidelity National Information Services,US,SEC_EDGAR,listed
FISV,0000798354,Fiserv,US,SEC_EDGAR,listed
FITB,0000035527,Fifth Third Bancorp,US,SEC_EDGAR,listed
FLT,0001175454,FLEETCOR TECHNOLOGIES INC,US,SEC_EDGAR,listed
FMC,0000037785,FMC CORP,US,SEC_EDGAR,listed
FOX,0001754301,Fox Corporation (Class B),US,SEC_EDGAR,listed
FRC,0001132979,FIRST REPUBLIC BANK,US,SEC_EDGAR,delisted
FRT,0000034903,Federal Realty Investment Trust,US,SEC_EDGAR,listed
FTNT,0001262039,Fortinet,US,SEC_EDGAR,listed
FTV,0001659166,Fortive,US,SEC_EDGAR,listed
GEHC,0001932393,GE HealthCare,US,SEC_EDGAR,listed
GEN,0000849399,Gen Digital,US,SEC_EDGAR,listed
GEV,0001996810,GE Vernova,US,SEC_EDGAR,listed
GIS,0000040704,General Mills,US,SEC_EDGAR,listed
GL,0000320335,Globe Life,US,SEC_EDGAR,listed
GLW,0000024741,Corning Inc.,US,SEC_EDGAR,listed
GNRC,0001474735,Generac,US,SEC_EDGAR,listed
GPC,0000040987,Genuine Parts Company,US,SEC_EDGAR,listed
GPN,0001123360,Global Payments,US,SEC_EDGAR,listed
GRMN,0001121788,Garmin,US,SEC_EDGAR,listed
GWW,0000277135,W. W. Grainger,US,SEC_EDGAR,listed
HAL,0000045012,Halliburton,US,SEC_EDGAR,listed
HAS,0000046080,Hasbro,US,SEC_EDGAR,listed
HBAN,0000049196,Huntington Bancshares,US,SEC_EDGAR,listed
HCA,0000860730,HCA Healthcare,US,SEC_EDGAR,listed
HES,0000004447,HESS CORP,US,SEC_EDGAR,delisted
HIG,0000874766,Hartford (The),US,SEC_EDGAR,listed
HII,0001501585,Huntington Ingalls Industries,US,SEC_EDGAR,listed
HLT,0001585689,Hilton Worldwide,US,SEC_EDGAR,listed
HOLX,0000859737,HOLOGIC INC,US,SEC_EDGAR,delisted
HONA,0002089271,Honeywell Aerospace,US,SEC_EDGAR,listed
HPE,0001645590,Hewlett Packard Enterprise,US,SEC_EDGAR,listed
HPQ,0000047217,HP Inc.,US,SEC_EDGAR,listed
HRL,0000048465,Hormel Foods,US,SEC_EDGAR,listed
HSIC,0001000228,Henry Schein,US,SEC_EDGAR,listed
HST,0001070750,Host Hotels & Resorts,US,SEC_EDGAR,listed
HSY,0000047111,Hershey Company (The),US,SEC_EDGAR,listed
HUM,0000049071,Humana,US,SEC_EDGAR,listed
ICE,0001571949,Intercontinental Exchange,US,SEC_EDGAR,listed
IDXX,0000874716,Idexx Laboratories,US,SEC_EDGAR,listed
IEX,0000832101,IDEX Corporation,US,SEC_EDGAR,listed
IFF,0000051253,International Flavors & Fragrances,US,SEC_EDGAR,listed
ILMN,0001110803,"ILLUMINA, INC.",US,SEC_EDGAR,listed
INCY,0000879169,Incyte,US,SEC_EDGAR,listed
INFO,0001598014,IHS Markit Ltd.,US,SEC_EDGAR,delisted
IP,0000051434,International Paper,US,SEC_EDGAR,listed
IPG,0000051644,"INTERPUBLIC GROUP OF COMPANIES, INC.",US,SEC_EDGAR,delisted
IPGP,0001111928,IPG PHOTONICS CORP,US,SEC_EDGAR,listed
IQV,0001478242,IQVIA,US,SEC_EDGAR,listed
IR,0001699150,Ingersoll Rand,US,SEC_EDGAR,listed
IRM,0001020569,Iron Mountain,US,SEC_EDGAR,listed
IT,0000749251,Gartner,US,SEC_EDGAR,listed
IVZ,0000914208,Invesco,US,SEC_EDGAR,listed
J,0000052988,Jacobs Solutions,US,SEC_EDGAR,listed
JBHT,0000728535,J.B. Hunt,US,SEC_EDGAR,listed
JCI,0000833444,Johnson Controls,US,SEC_EDGAR,listed
JKHY,0000779152,Jack Henry & Associates,US,SEC_EDGAR,listed
JNPR,0001043604,JUNIPER NETWORKS INC,US,SEC_EDGAR,delisted
K,0000055067,KELLANOVA,US,SEC_EDGAR,delisted
KEY,0000091576,KeyCorp,US,SEC_EDGAR,listed
KEYS,0001601046,Keysight Technologies,US,SEC_EDGAR,listed
KHC,0001637459,Kraft Heinz,US,SEC_EDGAR,listed
KIM,0000879101,Kimco Realty,US,SEC_EDGAR,listed
KMB,0000055785,Kimberly-Clark,US,SEC_EDGAR,listed
KMI,0001506307,Kinder Morgan,US,SEC_EDGAR,listed
KR,0000056873,Kroger,US,SEC_EDGAR,listed
L,0000060086,Loews Corporation,US,SEC_EDGAR,listed
LDOS,0001336920,Leidos,US,SEC_EDGAR,listed
LEN,0000920760,Lennar,US,SEC_EDGAR,listed
LH,0000920148,Labcorp,US,SEC_EDGAR,listed
LIN,0001707925,Linde plc,US,SEC_EDGAR,listed
LKQ,0001065696,LKQ CORP,US,SEC_EDGAR,listed
LNC,0000059558,LINCOLN NATIONAL CORP,US,SEC_EDGAR,listed
LNT,0000352541,Alliant Energy,US,SEC_EDGAR,listed
LUMN,0000018926,"Lumen Technologies, Inc.",US,SEC_EDGAR,listed
LUV,0000092380,Southwest Airlines,US,SEC_EDGAR,listed
LVS,0001300514,Las Vegas Sands,US,SEC_EDGAR,listed
LW,0001679273,"Lamb Weston Holdings, Inc.",US,SEC_EDGAR,listed
LYB,0001489393,LyondellBasell,US,SEC_EDGAR,listed
LYV,0001335258,Live Nation Entertainment,US,SEC_EDGAR,listed
MAA,0000912595,Mid-America Apartment Communities,US,SEC_EDGAR,listed
MAR,0001048286,Marriott International,US,SEC_EDGAR,listed
MAS,0000062996,Masco,US,SEC_EDGAR,listed
MCHP,0000827054,Microchip Technology,US,SEC_EDGAR,listed
MCK,0000927653,McKesson Corporation,US,SEC_EDGAR,listed
MCO,0001059556,Moody's Corporation,US,SEC_EDGAR,listed
MDLZ,0001103982,Mondelez International,US,SEC_EDGAR,listed
MDT,0001613103,Medtronic,US,SEC_EDGAR,listed
MET,0001099219,MetLife,US,SEC_EDGAR,listed
MGM,0000789570,MGM Resorts,US,SEC_EDGAR,listed
MHK,0000851968,MOHAWK INDUSTRIES INC,US,SEC_EDGAR,listed
MKC,0000063754,McCormick & Company,US,SEC_EDGAR,listed
MKTX,0001278021,MARKETAXESS HOLDINGS INC,US,SEC_EDGAR,listed
MLM,0000916076,Martin Marietta Materials,US,SEC_EDGAR,listed
MNST,0000865752,Monster Beverage,US,SEC_EDGAR,listed
MO,0000764180,Altria,US,SEC_EDGAR,listed
MOS,0001285785,Mosaic Company (The),US,SEC_EDGAR,listed
MPWR,0001280452,Monolithic Power Systems,US,SEC_EDGAR,listed
MRO,0000101778,MARATHON OIL CORP,US,SEC_EDGAR,delisted
MRSH,0000062709,Marsh McLennan,US,SEC_EDGAR,listed
MSI,0000068505,Motorola Solutions,US,SEC_EDGAR,listed
MTB,0000036270,M&T Bank,US,SEC_EDGAR,listed
MTCH,0000891103,"Match Group, Inc.",US,SEC_EDGAR,listed
MTD,0001037646,Mettler Toledo,US,SEC_EDGAR,listed
NCLH,0001513761,Norwegian Cruise Line Holdings,US,SEC_EDGAR,listed
NDAQ,0001120193,"Nasdaq, Inc.",US,SEC_EDGAR,listed
NEM,0001164727,Newmont,US,SEC_EDGAR,listed
NI,0001111711,NiSource,US,SEC_EDGAR,listed
NLSN,0001492633,Nielsen Holdings N.V.,US,SEC_EDGAR,delisted
NRG,0001013871,NRG Energy,US,SEC_EDGAR,listed
NSC,0000702165,Norfolk Southern,US,SEC_EDGAR,listed
NTAP,0001002047,NetApp,US,SEC_EDGAR,listed
NTRS,0000073124,Northern Trust,US,SEC_EDGAR,listed
NUE,0000073309,Nucor,US,SEC_EDGAR,listed
NVR,0000906163,"NVR, Inc.",US,SEC_EDGAR,listed
NWL,0000814453,NEWELL BRANDS INC.,US,SEC_EDGAR,listed
NWS,0001564708,News Corp (Class B),US,SEC_EDGAR,listed
NXPI,0001413447,NXP Semiconductors,US,SEC_EDGAR,listed
O,0000726728,Realty Income,US,SEC_EDGAR,listed
ODFL,0000878927,Old Dominion,US,SEC_EDGAR,listed
OGN,0001821825,Organon & Co.,US,SEC_EDGAR,listed
OKE,0001039684,Oneok,US,SEC_EDGAR,listed
OMC,0000029989,Omnicom Group,US,SEC_EDGAR,listed
ORLY,0000898173,O'Reilly Automotive,US,SEC_EDGAR,listed
OTIS,0001781335,Otis Worldwide,US,SEC_EDGAR,listed
OXY,0000797468,Occidental Petroleum,US,SEC_EDGAR,listed
PAYC,0001590955,"Paycom Software, Inc.",US,SEC_EDGAR,listed
PAYX,0000723531,Paychex,US,SEC_EDGAR,listed
PBCT,0001378946,"People's United Financial, Inc.",US,SEC_EDGAR,delisted
PCAR,0000075362,Paccar,US,SEC_EDGAR,listed
PEG,0000788784,Public Service Enterprise Group,US,SEC_EDGAR,listed
PENN,0000921738,"PENN Entertainment, Inc.",US,SEC_EDGAR,listed
PFG,0001126328,Principal Financial Group,US,SEC_EDGAR,listed
PGR,0000080661,Progressive Corporation,US,SEC_EDGAR,listed
PH,0000076334,Parker Hannifin,US,SEC_EDGAR,listed
PHM,0000822416,PulteGroup,US,SEC_EDGAR,listed
PKG,0000075677,Packaging Corporation of America,US,SEC_EDGAR,listed
PLD,0001045609,Prologis,US,SEC_EDGAR,listed
